age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,arms_category,Year
23,M,Black,Crescent City,FL,True,other,Not fleeing,False,No Letal,2017
50,F,White,Newton Grove,NC,False,attack,Not fleeing,False,Letal,2017
28,M,White,Uniontown,OH,False,attack,Not fleeing,False,Letal,2017
34,M,White,Bainbridge Island,WA,False,attack,Not fleeing,False,Letal,2017
24,M,Hispanic,Chicago,IL,False,attack,Foot,False,Letal,2017
54,M,Black,Akron,OH,False,attack,Not fleeing,False,Letal,2017
26,M,White,Mt Airy,MD,False,attack,Not fleeing,False,No Letal,2017
39,M,White,North Branch,MN,False,attack,Car,False,Letal,2017
34,M,White,Milwaukee,WI,True,other,Car,False,Letal,2017
27,M,White,Las Vegas,NV,True,undetermined,Other,True,No Letal,2017
48,M,White,Poplar Bluff,MO,False,other,Not fleeing,False,Letal,2017
47,M,Black,Leavenworth,KS,False,undetermined,Not fleeing,False,No Letal,2017
54,M,White,Golden Valley,AZ,False,attack,Foot,False,Letal,2017
33,M,Native,Oklahoma City,OK,False,attack,Not fleeing,False,Letal,2017
40,M,White,Lake View,SC,True,other,Not fleeing,False,No Letal,2017
58,M,White,Grover Beach,CA,False,other,Not fleeing,False,No Letal,2017
55,M,White,Pima,AZ,False,undetermined,Other,False,Letal,2017
47,M,White,Crystal Springs,FL,True,other,Not fleeing,False,No Letal,2017
42,M,Hispanic,Goodyear,AZ,False,attack,Not fleeing,False,No Letal,2017
29,M,Hispanic,Los Angeles,CA,False,undetermined,Foot,False,Letal,2017
40,F,White,Minneapolis,MN,False,undetermined,Not fleeing,False,Unarmed,2017
23,M,Black,Moreno Valley,CA,True,other,Not fleeing,False,Letal,2017
23,M,White,Arlington,TX,False,attack,Foot,False,Letal,2017
25,F,Black,Norfolk,VA,False,attack,Not fleeing,False,Letal,2017
52,M,Hispanic,Las Cruces,NM,False,attack,Not fleeing,True,Letal,2017
43,M,White,Culpeper,VA,False,attack,Car,False,Letal,2017
37,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,Letal,2017
32,M,White,Clay,AL,True,attack,Not fleeing,False,Letal,2017
70,M,White,Springfield,OR,True,other,Not fleeing,False,Letal,2017
24,M,White,Fair Oaks,CA,False,attack,Not fleeing,False,Letal,2017
24,M,Hispanic,Santa Fe,NM,True,other,Not fleeing,True,No Letal,2017
38,M,Other,Saginaw,MI,False,attack,Not fleeing,False,Unarmed,2017
52,M,White,Neosho,MO,False,attack,Not fleeing,False,Letal,2017
27,M,Black,St. Louis,MO,False,attack,Car,False,Letal,2017
22,M,Hispanic,Santa Ana,CA,False,other,Not fleeing,False,No Letal,2017
42,M,Hispanic,Mission,TX,False,attack,Foot,False,Letal,2017
49,M,White,Spencer,MA,False,attack,Car,False,No Letal,2017
59,M,White,Eau Claire,WI,True,attack,Not fleeing,False,Letal,2017
41,M,Hispanic,Southaven,MS,False,attack,Not fleeing,False,Letal,2017
34,M,White,Chico,CA,False,attack,Not fleeing,True,No Letal,2017
31,M,White,St. Louis,MO,True,attack,Car,False,Letal,2017
23,M,White,Richmond,VA,True,other,Foot,False,No Letal,2017
28,M,White,Jacksonville,FL,False,attack,Car,False,Letal,2017
33,M,Hispanic,Avondale,AZ,True,attack,Not fleeing,False,Letal,2017
16,M,Black,Marion,AR,False,attack,Not fleeing,False,No Letal,2017
35,M,White,Phoenix,AZ,False,attack,Other,False,Letal,2017
26,M,White,San Antonio,TX,False,attack,Not fleeing,False,Letal,2017
62,F,White,Vero Beach,FL,True,attack,Not fleeing,False,No Letal,2017
25,M,Black,Dayton,OH,False,attack,Car,False,No Letal,2017
25,M,Hispanic,Avenal,CA,False,attack,Not fleeing,False,No Letal,2017
31,M,White,Wenatchee,WA,False,other,Not fleeing,False,No Letal,2017
35,M,Hispanic,Chowchilla,CA,False,attack,Not fleeing,False,No Letal,2017
46,M,White,Los Angeles,CA,False,other,Not fleeing,False,Letal,2017
39,M,Black,Homer,LA,False,attack,Car,False,Letal,2017
26,M,White,Grand Terrace,CA,False,attack,Not fleeing,False,Letal,2017
37,M,Hispanic,Albuquerque,NM,False,attack,Car,False,No Letal,2017
32,M,White,Glenville,NY,True,other,Not fleeing,False,No Letal,2017
31,M,Black,Kansas City,MO,False,attack,Not fleeing,False,Letal,2017
48,M,White,Melba,ID,False,attack,Car,False,Letal,2017
29,M,Black,Norco,CA,False,attack,Car,False,Letal,2017
32,M,Black,Brooklyn,NY,True,attack,Not fleeing,False,No Letal,2017
28,M,Black,Oshkosh,WI,False,attack,Car,True,Unarmed,2017
43,M,White,Albuquerque,NM,False,attack,Not fleeing,True,Letal,2017
39,M,Hispanic,Los Banos,CA,True,attack,Not fleeing,False,Letal,2017
37,M,Black,Waco,TX,False,attack,Car,False,No Letal,2017
39,M,White,Visalia,CA,False,attack,Foot,False,Letal,2017
42,M,White,Mt. Airy,NC,False,other,Not fleeing,False,No Letal,2017
33,M,Hispanic,Yuba City,CA,False,attack,Not fleeing,False,Letal,2017
25,M,Hispanic,Las Vegas,NV,True,attack,Not fleeing,True,Letal,2017
29,M,Black,Coushatta,LA,True,attack,Not fleeing,False,Letal,2017
45,M,Hispanic,Richmond,CA,False,attack,Car,False,No Letal,2017
27,M,Black,Atlanta,GA,False,attack,Not fleeing,False,Letal,2017
28,M,White,Mannington,WV,False,other,Car,False,No Letal,2017
57,M,White,Lima,OH,False,attack,Not fleeing,False,Letal,2017
15,M,Black,Gary,IN,False,attack,Foot,False,Letal,2017
33,M,White,Surfside Beach,SC,True,attack,Not fleeing,False,Letal,2017
35,M,White,Spanish Springs,NV,False,other,Not fleeing,False,Letal,2017
47,M,Black,San Diego,CA,False,other,Not fleeing,False,Letal,2017
31,M,White,Lauderdale County,MS,True,attack,Not fleeing,True,No Letal,2017
36,F,White,Marine City,MI,False,other,Not fleeing,False,Letal,2017
54,M,White,Mead Township,PA,False,other,Not fleeing,False,Letal,2017
24,M,White,New Straitsville,OH,False,attack,Not fleeing,False,Letal,2017
35,M,Hispanic,Santa Rosa,CA,True,attack,Not fleeing,True,No Letal,2017
32,M,White,Bon Aqua,TN,False,other,Foot,False,No Letal,2017
28,M,Black,Kansas City,MO,False,attack,Foot,False,Letal,2017
45,M,Hispanic,North Bergen,NJ,False,attack,Not fleeing,False,No Letal,2017
29,M,Hispanic,Wichita,KS,False,other,Not fleeing,False,No Letal,2017
36,M,White,Blue Summit,MO,False,other,Car,False,Unarmed,2017
23,M,White,Junction City,KS,True,attack,Not fleeing,False,Letal,2017
17,M,Black,Dalton,IL,False,other,Other,False,Letal,2017
20,M,Black,Kent,WA,False,attack,Car,False,No Letal,2017
33,M,White,Dyer,IN,False,attack,Other,False,Letal,2017
49,M,White,Los Angeles,CA,False,attack,Not fleeing,False,Letal,2017
31,M,Black,Philadelphia,PA,True,other,Not fleeing,False,Letal,2017
35,M,Hispanic,Frederickstown,WA,False,attack,Not fleeing,False,No Letal,2017
24,M,White,Habersham,GA,False,other,Not fleeing,False,Letal,2017
54,M,White,La Crosse,WI,False,other,Car,False,Letal,2017
41,M,White,Cosby,TN,False,attack,Foot,False,No Letal,2017
50,M,Black,Salt Lake City,UT,False,other,Foot,True,No Letal,2017
46,M,Black,Kennewick,WA,True,attack,Not fleeing,False,No Letal,2017
45,M,White,Colorado Springs,CO,False,attack,Foot,False,No Letal,2017
20,M,White,Jacksonville,FL,False,attack,Not fleeing,False,Letal,2017
37,M,Black,Thomasville,GA,False,undetermined,Not fleeing,True,No Letal,2017
34,M,Black,Los Angeles,CA,False,undetermined,Foot,False,Letal,2017
54,M,White,Livermore,CA,True,attack,Not fleeing,False,Letal,2017
65,M,White,Crenshaw County,AL,False,undetermined,Not fleeing,False,No Letal,2017
28,M,Hispanic,Phoenix,AZ,True,other,Not fleeing,False,No Letal,2017
26,M,White,Fairchance,PA,False,attack,Not fleeing,False,Letal,2017
25,M,Black,Jacksonville,FL,False,attack,Not fleeing,False,Letal,2017
32,M,White,Homewood,AL,False,attack,Not fleeing,False,No Letal,2017
44,M,White,Yellville,AR,False,other,Not fleeing,False,Letal,2017
32,M,Black,Brick,NJ,False,attack,Not fleeing,False,Letal,2017
42,M,White,Morganton,NC,False,attack,Not fleeing,False,No Letal,2017
66,M,White,Colorado City,CO,False,attack,Not fleeing,False,Letal,2017
22,M,White,Franklin,WI,True,other,Other,False,No Letal,2017
51,M,Black,Steubenville,OH,False,attack,Not fleeing,False,Letal,2017
64,M,White,Pardeeville,WI,False,attack,Not fleeing,False,Letal,2017
30,F,Black,St. Louis,MO,False,attack,Not fleeing,False,No Letal,2017
71,M,Hispanic,Albuquerque,NM,False,attack,Car,False,No Letal,2017
30,M,White,Orcutt,CA,False,other,Foot,False,No Letal,2017
48,M,White,Los Angeles,CA,False,other,Not fleeing,False,Letal,2017
56,M,White,Durham,CA,True,attack,Not fleeing,False,Letal,2017
26,F,White,Olathe,KS,True,other,Not fleeing,False,Letal,2017
28,M,White,Waterford Township,MI,True,other,Not fleeing,False,Letal,2017
19,M,Hispanic,Lemon Grove,CA,False,attack,Foot,False,Letal,2017
24,M,Black,Orange,NJ,False,other,Foot,False,Letal,2017
44,M,White,Jacksonville,FL,False,other,Not fleeing,False,Letal,2017
28,F,White,Sunrise,FL,True,undetermined,Not fleeing,False,Letal,2017
47,M,Black,Woodville,GA,False,attack,Foot,False,Unarmed,2017
18,M,Black,Pine Bluff,AR,False,attack,Foot,False,Letal,2017
26,M,Hispanic,Farmington,NM,False,attack,Not fleeing,False,Letal,2017
33,M,White,Kettering,OH,False,other,Not fleeing,False,Letal,2017
34,M,White,Sharpsburg,KY,False,attack,Foot,False,No Letal,2017
62,M,White,New Milford,CT,False,attack,Foot,False,Letal,2017
24,M,Black,Newton,KS,True,attack,Car,True,No Letal,2017
55,M,Black,Evansville,IN,True,other,Not fleeing,True,No Letal,2017
22,M,White,Lincoln Parish,LA,False,attack,Not fleeing,False,Letal,2017
46,F,White,Watagua,TX,True,other,Not fleeing,False,Letal,2017
27,M,Black,Miami,FL,False,other,Foot,False,Unarmed,2017
32,M,Native,Sacramento,CA,False,attack,Car,False,Letal,2017
22,M,Hispanic,Bakersfield,CA,False,attack,Not fleeing,False,Letal,2017
54,F,White,Fort Myers,FL,False,attack,Not fleeing,False,Letal,2017
32,M,White,Poultney,VT,True,attack,Not fleeing,False,No Letal,2017
45,M,White,Mount Hope,WI,False,other,Foot,False,No Letal,2017
36,M,White,Pittsfield,MA,True,other,Foot,False,No Letal,2017
37,M,Black,Milwaukee,WI,False,attack,Not fleeing,False,Letal,2017
47,M,White,Longview,WA,False,other,Not fleeing,False,Letal,2017
30,M,White,Akron,OH,True,attack,Not fleeing,True,Unarmed,2017
31,M,Black,Myrtle Beach,SC,False,attack,Car,False,No Letal,2017
44,M,White,Toledo,OH,False,attack,Not fleeing,False,No Letal,2017
52,M,White,Columbus,GA,False,attack,Not fleeing,False,No Letal,2017
16,M,White,Kendale Lakes,FL,False,attack,Not fleeing,False,No Letal,2017
29,M,Hispanic,Charlotte,NC,False,other,Not fleeing,False,Letal,2017
42,M,White,Los Angeles,CA,False,attack,Not fleeing,False,Unarmed,2017
31,M,Black,New York,NY,True,other,Not fleeing,True,No Letal,2017
41,M,Black,Sacramento,CA,False,attack,Car,False,Letal,2017
45,M,White,Amarillo,TX,False,attack,Not fleeing,False,Letal,2017
50,M,White,Monett,MO,True,other,Not fleeing,False,No Letal,2017
26,M,Black,Arcata,CA,False,attack,Not fleeing,False,Letal,2017
22,M,Hispanic,Youngtown,AZ,False,attack,Not fleeing,False,Letal,2017
76,M,White,Huntersville,NC,False,attack,Not fleeing,False,Letal,2017
58,M,Hispanic,Tacoma,WA,False,attack,Not fleeing,False,Letal,2017
32,M,White,Plano,TX,False,attack,Not fleeing,False,Letal,2017
19,M,Hispanic,Chicago,IL,False,attack,Not fleeing,True,No Letal,2017
25,M,Native,Great Falls,MT,False,other,Foot,False,No Letal,2017
48,M,White,Hixson,TN,False,attack,Car,False,Letal,2017
39,M,Hispanic,Bassett,CA,False,attack,Not fleeing,False,No Letal,2017
31,M,Hispanic,Quartzsite,AZ,False,attack,Car,False,Letal,2017
50,M,White,Frametown,WV,False,attack,Not fleeing,False,No Letal,2017
15,M,Hispanic,Haymarket,VA,False,other,Not fleeing,False,No Letal,2017
48,M,White,Hallandale Beach,FL,True,attack,Car,False,No Letal,2017
32,M,Hispanic,San Jose,CA,False,other,Car,False,Unarmed,2017
21,M,White,Atlanta,GA,True,other,Not fleeing,False,No Letal,2017
37,M,White,Oak Harbor,WA,True,attack,Not fleeing,False,Letal,2017
21,M,Black,West Milford,WV,False,attack,Foot,False,Letal,2017
40,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,No Letal,2017
33,M,White,Piedmont,AL,True,other,Not fleeing,False,Letal,2017
25,M,White,Monroe,NC,False,attack,Car,True,No Letal,2017
55,M,White,Independence,VA,True,attack,Not fleeing,False,Letal,2017
53,M,White,Bernice,LA,False,undetermined,Other,False,No Letal,2017
27,M,White,Chula Vista,CA,True,attack,Not fleeing,False,No Letal,2017
35,M,Hispanic,Oklahoma City,OK,False,other,Not fleeing,False,No Letal,2017
25,M,Black,Peoria,IL,True,other,Not fleeing,False,Letal,2017
31,M,Black,Huntsville,AL,True,attack,Not fleeing,False,Letal,2017
70,M,White,Boswell,OK,False,attack,Car,False,Letal,2017
40,M,White,Tacoma,WA,True,other,Not fleeing,False,No Letal,2017
25,M,Other,Denver,CO,False,other,Car,False,No Letal,2017
38,M,Hispanic,Rockwall,TX,False,attack,Car,False,No Letal,2017
26,M,Hispanic,Oceanside,CA,False,attack,Not fleeing,False,No Letal,2017
27,M,Other,Huntington Beach,CA,True,attack,Not fleeing,False,Letal,2017
37,M,White,Denver,CO,False,other,Not fleeing,False,No Letal,2017
28,M,White,Mesa,AZ,True,attack,Not fleeing,False,Letal,2017
40,M,White,Hattiesburg,MS,False,attack,Not fleeing,False,Letal,2017
44,M,White,Brooksville,FL,True,attack,Car,False,No Letal,2017
39,M,Black,San Francisco,CA,False,other,Not fleeing,True,Letal,2017
24,M,White,New Castle,IN,False,attack,Foot,False,Letal,2017
32,M,Black,Palmetto,FL,False,attack,Foot,False,Letal,2017
31,M,White,Las Vegas,NV,True,attack,Not fleeing,True,No Letal,2017
50,M,White,Fairview,TN,False,attack,Not fleeing,False,Letal,2017
31,M,White,Eugene,OR,False,attack,Not fleeing,False,Letal,2017
50,M,White,Coolin,ID,False,other,Not fleeing,False,Letal,2017
45,M,Black,Emeryville,CA,False,attack,Car,False,Letal,2017
44,M,White,Spring Hill,FL,False,attack,Car,False,Letal,2017
48,M,White,Griffin,GA,True,attack,Not fleeing,False,Letal,2017
39,M,White,Salt Lake City,UT,False,other,Not fleeing,False,No Letal,2017
30,M,Native,Topeka,KS,False,attack,Foot,False,Letal,2017
44,M,White,Columbua,IN,False,attack,Car,False,Letal,2017
28,M,Black,Palatka,FL,False,other,Not fleeing,False,Letal,2017
24,M,Hispanic,Hialeah,FL,False,attack,Car,False,No Letal,2017
27,M,Black,West Burlington,IA,False,other,Other,True,Letal,2017
34,M,White,Canton Township,PA,True,other,Not fleeing,False,No Letal,2017
41,M,White,Seward,AK,False,other,Car,True,Unarmed,2017
26,M,White,North Fort Collins,CO,False,attack,Not fleeing,True,Letal,2017
38,M,White,St. Louis,MO,True,other,Not fleeing,False,No Letal,2017
33,M,White,Parkton,NC,True,attack,Not fleeing,False,Letal,2017
22,M,White,West Ouachita,LA,False,other,Foot,False,Letal,2017
40,M,White,Jefferson City,MO,False,attack,Not fleeing,False,No Letal,2017
34,M,White,Spokane,WA,True,other,Not fleeing,False,No Letal,2017
48,F,Black,Canandaigua,NY,False,attack,Not fleeing,False,Letal,2017
37,M,Black,Thomas County,GA,False,attack,Not fleeing,False,Letal,2017
67,M,White,Mesa,AZ,False,other,Not fleeing,False,Letal,2017
35,M,White,Hiram,GA,False,other,Not fleeing,False,Unarmed,2017
29,M,Hispanic,Finney County,KS,True,other,Not fleeing,False,No Letal,2017
28,M,Asian,St. Paul,MN,False,attack,Not fleeing,True,Letal,2017
40,M,White,Leeds,AL,False,attack,Other,False,Letal,2017
31,M,Hispanic,Brownsville,TX,False,attack,Not fleeing,False,No Letal,2017
51,M,White,Golden,CO,False,attack,Car,False,Letal,2017
47,M,White,Perryopolis,PA,True,other,Not fleeing,False,Letal,2017
52,M,Hispanic,Miami,FL,False,other,Foot,False,Letal,2017
28,M,Hispanic,Duarte,CA,False,undetermined,Other,False,No Letal,2017
35,M,Hispanic,Orlando,FL,True,attack,Not fleeing,False,No Letal,2017
25,M,White,Charleston,WV,True,attack,Car,False,Letal,2017
37,M,Hispanic,Abingdon,VA,False,other,Foot,False,No Letal,2017
34,F,Hispanic,Mesa,AZ,True,undetermined,Foot,False,Letal,2017
58,M,Hispanic,San Fernando,CA,False,other,Not fleeing,False,No Letal,2017
24,M,Black,Louisville,KY,False,other,Not fleeing,True,Letal,2017
22,F,Black,Miami,FL,False,attack,Car,False,No Letal,2017
46,M,White,Pinetop-Lakeside,AZ,False,attack,Not fleeing,False,Letal,2017
61,M,White,Biloxi,MS,False,attack,Car,False,No Letal,2017
43,M,White,Marana,AZ,False,other,Not fleeing,False,Letal,2017
44,M,Hispanic,Valdez,CO,False,attack,Foot,False,Unarmed,2017
35,M,Black,Homewood,AL,True,attack,Foot,False,Letal,2017
29,M,White,Flagstaff,AZ,True,attack,Not fleeing,True,Letal,2017
57,M,White,Wayne County,KY,False,attack,Not fleeing,False,Letal,2017
42,M,Black,Charlottesville,VA,False,attack,Foot,False,Letal,2017
44,M,Hispanic,Torrance,CA,False,other,Car,False,No Letal,2017
20,M,Black,Baltimore,MD,False,other,Foot,True,Letal,2017
32,M,White,Simpsonville,SC,False,attack,Not fleeing,False,Letal,2017
34,M,Hispanic,Picture Rocks,AZ,False,other,Not fleeing,False,Letal,2017
18,M,Hispanic,Atwater,CA,False,attack,Not fleeing,False,Letal,2017
31,M,White,Kingwood,TX,False,attack,Car,False,Letal,2017
24,M,Black,Hampton,VA,False,other,Not fleeing,False,No Letal,2017
35,M,White,Tucson,AZ,False,attack,Foot,False,Letal,2017
34,M,White,Clearwater,FL,True,other,Not fleeing,False,Letal,2017
26,M,White,Kings Mountain,NC,False,attack,Other,False,Letal,2017
55,M,Black,Corpus Christi,TX,False,attack,Foot,True,Unarmed,2017
38,M,White,Birmingham,AL,False,other,Not fleeing,False,Letal,2017
23,M,Black,Moraine,OH,True,attack,Not fleeing,False,Letal,2017
30,M,White,Fort Smith,OK,False,attack,Not fleeing,True,No Letal,2017
44,M,Hispanic,Cloverdale,CA,False,other,Not fleeing,False,No Letal,2017
37,M,White,Girard,OH,False,attack,Not fleeing,False,Letal,2017
27,M,Hispanic,Ceres,CA,False,other,Car,False,Unarmed,2017
43,M,Native,Sparks,NV,False,attack,Not fleeing,False,Letal,2017
25,F,White,St. Joseph,MO,False,attack,Foot,False,Letal,2017
30,M,Native,Crandon,WI,False,attack,Not fleeing,False,Unarmed,2017
35,M,Hispanic,Lodi,CA,False,attack,Not fleeing,False,Letal,2017
31,F,White,Shelbyville,KY,True,other,Not fleeing,True,Letal,2017
35,M,Native,Standing Rock Reservation,ND,False,other,Car,False,No Letal,2017
37,M,White,Plymouth Township,PA,False,attack,Not fleeing,False,Unarmed,2017
25,M,White,Norwich,CT,False,attack,Foot,False,Letal,2017
34,M,Hispanic,Houston,TX,False,other,Not fleeing,False,No Letal,2017
33,M,Black,St. Petersburg,FL,False,attack,Not fleeing,False,Letal,2017
33,M,Black,Cleveland,OH,False,attack,Foot,False,Letal,2017
32,M,White,Fairhope,AL,False,attack,Other,False,Letal,2017
34,M,White,Horseheads,NY,False,attack,Car,False,Letal,2017
46,M,Black,Indiantown,FL,True,other,Not fleeing,False,No Letal,2017
40,M,Hispanic,Greeley,CO,False,attack,Car,False,No Letal,2017
27,M,Native,Black River Falls,WI,False,other,Car,True,Letal,2017
17,M,Hispanic,Polk County,OR,False,other,Car,False,No Letal,2017
46,M,Black,Tate County,MS,False,attack,Car,False,Letal,2017
50,M,White,Centennial,CO,False,attack,Not fleeing,False,Letal,2017
41,M,White,New Castle,IN,False,attack,Not fleeing,False,No Letal,2017
23,M,Black,King of Prussia,PA,False,other,Not fleeing,False,No Letal,2017
33,M,Native,Federal Way,WA,False,attack,Not fleeing,False,Letal,2017
25,M,Hispanic,Sunnyvale,CA,False,attack,Not fleeing,False,No Letal,2017
27,M,Black,Riverside,CA,False,other,Not fleeing,False,No Letal,2017
39,M,White,Livingston,TN,False,attack,Not fleeing,False,Letal,2017
22,M,Black,Arlington,TX,False,attack,Not fleeing,False,Letal,2017
37,F,White,Las Cruces,NM,True,other,Not fleeing,False,No Letal,2017
27,M,Hispanic,Anniston,AL,False,attack,Not fleeing,False,Letal,2017
28,M,White,Pippa Passes,KY,False,attack,Car,False,No Letal,2017
56,M,White,Sacramento,CA,True,attack,Not fleeing,False,No Letal,2017
71,M,White,Lakeland,FL,True,attack,Not fleeing,False,Letal,2017
53,M,White,Port Orange,FL,False,attack,Car,False,No Letal,2017
39,M,White,Ohatchee,AL,False,attack,Car,False,No Letal,2017
56,M,Asian,Clarksville,AR,False,attack,Not fleeing,False,No Letal,2017
24,M,Black,Columbus,MS,False,other,Not fleeing,True,Letal,2017
35,M,White,Parker,CO,False,attack,Other,False,Letal,2017
30,M,Native,Billings,MT,False,attack,Other,False,Letal,2017
31,M,White,Owen County,IN,True,attack,Not fleeing,False,Letal,2017
20,M,Black,Bakersfield,CA,False,undetermined,Foot,False,Letal,2017
35,M,White,Meridian,MS,False,attack,Not fleeing,False,Letal,2017
31,F,Hispanic,Rudioso,NM,False,attack,Not fleeing,False,No Letal,2017
49,M,Black,Rockford,IL,False,undetermined,Car,False,No Letal,2017
54,F,White,Lynchburg,VA,True,other,Not fleeing,False,No Letal,2017
48,M,White,Barstow,CA,False,attack,Car,False,Letal,2017
32,F,White,Marietta,GA,True,attack,Not fleeing,False,Letal,2017
35,M,Black,Las Vegas,NV,False,attack,Not fleeing,False,Letal,2017
30,M,White,Forest Park,GA,False,attack,Car,False,Letal,2017
32,M,White,Clinton,TN,False,attack,Foot,False,Letal,2017
31,M,White,Roanoke,VA,False,other,Not fleeing,False,Letal,2017
14,M,Native,Odanah,WI,False,other,Not fleeing,False,No Letal,2017
25,M,Black,Salisbury,NC,False,attack,Car,False,Letal,2017
32,M,White,Providence,RI,False,attack,Car,True,No Letal,2017
35,M,White,Neshoba County,MS,True,attack,Not fleeing,False,Letal,2017
27,M,White,Flatwoods,KY,False,other,Car,False,Letal,2017
23,F,White,Flatwoods,KY,False,other,Car,False,Unarmed,2017
55,M,White,Gibson,LA,True,attack,Not fleeing,False,Letal,2017
43,M,Black,Phoenix,AZ,False,attack,Not fleeing,False,No Letal,2017
62,M,White,Crystal,MN,True,attack,Not fleeing,False,Letal,2017
25,M,Black,Denver,CO,False,other,Foot,False,Letal,2017
37,M,Black,Hinds County,MS,False,other,Not fleeing,False,No Letal,2017
50,M,White,Albuquerque,NM,False,attack,Not fleeing,False,Letal,2017
19,M,White,Dakota City,IA,True,attack,Other,False,Letal,2017
41,M,Black,Las Vegas,NV,False,attack,Not fleeing,False,Letal,2017
55,M,White,St. Tammany Parish,LA,False,attack,Not fleeing,False,Letal,2017
19,M,Hispanic,Fall River,MA,False,other,Car,False,No Letal,2017
67,M,Black,Tremont,NY,True,attack,Not fleeing,True,No Letal,2017
24,M,Black,Baton Rouge,LA,False,attack,Foot,True,Unarmed,2017
44,M,White,Rancho Tehama Reserve,CA,True,undetermined,Other,False,Letal,2017
29,M,Asian,Oklahoma City,OK,True,other,Not fleeing,True,Unarmed,2017
48,M,White,Anchorage,AK,False,attack,Car,False,Letal,2017
22,M,Hispanic,Van Nuys,CA,False,attack,Car,False,Letal,2017
37,M,Black,Jackson,MS,False,other,Not fleeing,False,No Letal,2017
59,M,White,Elmira,NY,True,attack,Not fleeing,False,Letal,2017
68,M,Black,Cedar Lake,TX,False,attack,Not fleeing,False,Letal,2017
25,M,White,Albuquerque,NM,False,other,Car,False,Unarmed,2017
23,M,Hispanic,Albuquerque,NM,False,other,Car,False,Unarmed,2017
46,M,Black,West Monroe,LA,False,attack,Not fleeing,False,Letal,2017
25,M,White,Fairfax,VA,False,undetermined,Car,False,Unarmed,2017
30,M,White,Charleston,WV,False,attack,Not fleeing,False,Letal,2017
56,M,Black,Prichard,AL,False,other,Car,False,Unarmed,2017
24,M,Native,Billings,MT,False,attack,Car,False,No Letal,2017
18,M,White,Warren County,KY,False,attack,Car,False,No Letal,2017
27,M,White,Greenville County,SC,False,attack,Car,False,Letal,2017
26,M,White,Davenport,IA,False,attack,Not fleeing,False,Letal,2017
15,M,White,Gulfport,MS,False,undetermined,Not fleeing,False,No Letal,2017
26,M,Hispanic,Klamath Falls,OR,False,other,Foot,False,Letal,2017
32,M,White,Lebanon,MO,True,attack,Not fleeing,False,Letal,2017
17,M,Black,St. Louis,MO,False,attack,Other,False,Letal,2017
32,M,Black,Pell City,AL,False,attack,Not fleeing,False,Letal,2017
43,M,White,Holland Township,MI,True,other,Not fleeing,False,No Letal,2017
26,M,White,Wimberley,TX,True,attack,Not fleeing,False,Letal,2017
51,M,White,Yuma,AZ,False,undetermined,Not fleeing,False,No Letal,2017
39,M,Hispanic,Penasco,NM,False,attack,Not fleeing,False,Letal,2017
43,M,Hispanic,Lemoore,CA,False,attack,Car,False,Letal,2017
31,M,White,Huntsville,AL,False,attack,Not fleeing,False,Letal,2017
22,M,Hispanic,Covina,CA,False,undetermined,Not fleeing,False,No Letal,2017
40,M,Hispanic,South Gate,CA,True,attack,Not fleeing,False,Letal,2017
64,M,White,Eaton County,MI,False,attack,Car,False,No Letal,2017
30,M,White,Reno,NV,False,attack,Not fleeing,False,Letal,2017
59,M,White,Hillyard,WA,False,attack,Foot,False,Letal,2017
24,M,Black,Chicago,IL,False,other,Other,True,Letal,2017
32,M,Black,Hendersonville,NC,False,other,Foot,False,Letal,2017
37,M,Hispanic,North Hollywood,CA,False,other,Car,False,Letal,2017
33,M,White,York,SC,False,undetermined,Other,True,No Letal,2017
42,M,Black,San Francisco,CA,False,other,Car,True,Unarmed,2017
37,M,Hispanic,Colton,CA,True,other,Not fleeing,False,No Letal,2017
33,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,Letal,2017
62,M,White,La Marque,TX,False,attack,Not fleeing,False,No Letal,2017
46,M,White,Monticello,GA,False,attack,Not fleeing,False,Letal,2017
69,M,Hispanic,Bronx,NY,False,other,Not fleeing,False,No Letal,2017
24,M,Black,Bassett,VA,False,attack,Not fleeing,False,Letal,2017
42,M,Black,Lauderdale Lakes,FL,True,attack,Not fleeing,True,Unarmed,2017
49,M,White,Cheyenne,WY,False,attack,Not fleeing,False,Letal,2017
35,M,White,Peshtigo,WI,False,attack,Car,False,Letal,2017
19,M,Native,Denver,CO,False,undetermined,Foot,False,No Letal,2017
40,M,White,Old Forge,PA,False,attack,Car,False,Letal,2017
34,M,Black,Tucson,AZ,False,attack,Car,False,No Letal,2017
22,M,Asian,Redding,CA,False,attack,Not fleeing,False,Letal,2017
16,M,White,Dover,DE,False,attack,Not fleeing,False,Letal,2017
69,M,White,Rose Bud,AR,False,attack,Not fleeing,False,Letal,2017
24,M,White,Point Loma,CA,False,other,Other,False,No Letal,2017
28,M,Native,Oklahoma City,OK,False,attack,Not fleeing,False,No Letal,2017
51,M,White,Great Falls,MT,False,other,Other,False,No Letal,2017
20,M,Black,New Britain,CT,False,other,Car,False,No Letal,2017
34,M,White,McMinnville,TN,False,attack,Not fleeing,False,Letal,2017
27,M,Black,Hallandale Beach,FL,False,other,Car,False,Unarmed,2017
